Iteration	Posterior	Likelihood	Prior	alpha_morpho	branch_rates	diversification	extinction_rate	fossil_samp_rate	num_samp_anc	origin_time	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	turnover
4640	-10959.65	-9104.294	-1855.355	1.63214	0.001464554	0.001051999	0.03190413	0.01512875	7	523.2406	0.245032	0.609169	1.05732	2.08848	0.03295613	0.9680788
4650	-10958.92	-9098.713	-1860.209	1.609007	0.001549361	0.001132344	0.03337556	0.01381948	8	531.5468	0.241681	0.605749	1.05623	2.09634	0.03450791	0.967186
4660	-10956.97	-9089.585	-1867.383	2.301293	0.001504975	-0.0008048544	0.03422716	0.01394753	9	524.0057	0.32677	0.683652	1.07598	1.9136	0.0334223	1.024081
4670	-10958.34	-9101.676	-1856.662	1.889224	0.001538426	0.0009814135	0.02988133	0.01844056	9	525.4195	0.279683	0.642692	1.06695	2.01067	0.03086275	0.9682007
4680	-10955.58	-9098.734	-1856.85	2.282398	0.001586591	0.002807296	0.03202686	0.0152086	9	522.8173	0.324805	0.682035	1.07568	1.91748	0.03483415	0.9194097
4690	-10966.47	-9105.671	-1860.794	2.083552	0.001501098	0.002199676	0.02661317	0.02017151	8	525.8894	0.303048	0.663614	1.07195	1.96139	0.02881285	0.9236564
4700	-10953.62	-9096.583	-1857.034	1.616386	0.001639883	0.00113137	0.03215622	0.01750198	8	521.0887	0.242755	0.606848	1.05658	2.09381	0.03328759	0.9660123
4710	-10954.02	-9094.549	-1859.467	2.006122	0.001456878	0.001807968	0.03074285	0.01516773	8	537.1167	0.294004	0.655663	1.07014	1.98019	0.03255082	0.9444571
4720	-10972.9	-9098.922	-1873.974	2.266032	0.001623261	-0.002422395	0.03414269	0.01565059	5	539.8773	0.323089	0.680617	1.07542	1.92088	0.03172029	1.076367
4730	-10962.4	-9087.806	-1874.594	1.968778	0.001534641	0.007591609	0.02628712	0.02139128	5	537.9766	0.289519	0.651652	1.06919	1.98964	0.03387873	0.7759182
4740	-10961.57	-9099.643	-1861.931	2.132799	0.001511685	0.004565554	0.0269514	0.01664757	8	538.5367	0.308628	0.668431	1.07298	1.94996	0.03151696	0.8551398
4750	-10966.47	-9101.581	-1864.889	2.630825	0.00150404	0.001453208	0.02446873	0.01586084	9	538.8254	0.358519	0.708796	1.07997	1.85272	0.02592194	0.9439391
4760	-10975.93	-9091.515	-1884.412	2.140834	0.001353156	-0.00245288	0.02660625	0.01822263	7	538.6296	0.309526	0.6692	1.07314	1.94813	0.02415337	1.101554
4770	-10976.56	-9096.615	-1879.945	1.715718	0.001375574	0.004708548	0.02355915	0.01548932	7	534.4075	0.256807	0.620924	1.06093	2.06134	0.02826769	0.8334301
4780	-10964.63	-9092.685	-1871.941	1.783848	0.00146766	0.005052306	0.02707839	0.01913953	8	533.2621	0.266033	0.629866	1.0635	2.0406	0.03213069	0.8427577
4790	-10963.51	-9102.191	-1861.324	1.672732	0.001361747	0.003605501	0.03042125	0.01598929	9	534.8023	0.250815	0.614992	1.05914	2.07505	0.03402675	0.8940392
4800	-10972.99	-9112.133	-1860.852	2.167655	0.001459175	-0.0003125984	0.02780001	0.01813276	10	528.6948	0.312499	0.671734	1.07367	1.9421	0.02748741	1.011372
4810	-10971.82	-9097.132	-1874.685	1.738102	0.001530114	0.001954821	0.03344145	0.01565036	8	537.7423	0.259874	0.623922	1.06181	2.0544	0.03539627	0.9447732
4820	-10971.73	-9105.096	-1866.632	2.037231	0.001542192	0.001379249	0.02961982	0.01675591	8	537.1797	0.297679	0.658915	1.07089	1.97251	0.03099907	0.9555068
4830	-10967.99	-9101.177	-1866.808	1.895367	0.001583164	0.001390204	0.02510266	0.01548882	8	538.6747	0.280456	0.643405	1.06714	2.009	0.02649286	0.9475253
4840	-10959.81	-9103.214	-1856.597	1.707158	0.001434097	0.0006690079	0.02462611	0.01876464	8	539.5632	0.255624	0.619761	1.06058	2.06403	0.02529512	0.9735519
4850	-10941.03	-9092.078	-1848.948	1.532697	0.001526607	0.000477381	0.02983404	0.02066957	10	537.7323	0.23033	0.59391	1.05229	2.12348	0.03031142	0.9842508
4860	-10949.58	-9088.036	-1861.545	2.134715	0.001574019	0.00587892	0.0274827	0.01779156	8	539.6203	0.308842	0.668615	1.07302	1.94952	0.03336162	0.8237819
4870	-10958.14	-9101.785	-1856.356	2.63986	0.001489398	0.0008728272	0.03598989	0.01494377	10	539.4085	0.359328	0.709413	1.08005	1.85121	0.03686271	0.9763222
4880	-10955.23	-9097.977	-1857.254	2.035263	0.001478297	-0.0005653203	0.0294535	0.01718831	9	535.3221	0.297448	0.658712	1.07085	1.97299	0.02888818	1.019569
4890	-10962.25	-9109.382	-1852.871	1.800654	0.001592523	0.001952041	0.02977857	0.01867455	9	530.6598	0.268259	0.631991	1.0641	2.03565	0.03173061	0.9384808
4900	-10963.24	-9111.278	-1851.959	2.323557	0.001478753	0.003204478	0.03664004	0.01629358	9	537.3936	0.329063	0.68553	1.07632	1.90909	0.03984452	0.9195754
4910	-10955.13	-9101.308	-1853.826	1.974337	0.001573976	-0.003614558	0.03293343	0.01699486	9	539.545	0.290192	0.652257	1.06933	1.98822	0.02931888	1.123284
4920	-10950.74	-9103.438	-1847.298	1.997161	0.001597178	0.001556061	0.0259451	0.01828385	10	537.5614	0.292936	0.654711	1.06992	1.98243	0.02750117	0.9434183
4930	-10951.89	-9100.419	-1851.467	1.882586	0.001439773	0.0008065249	0.02983016	0.01564712	10	537.615	0.278844	0.641918	1.06675	2.01248	0.03063668	0.9736745
4940	-10950.16	-9100.796	-1849.36	2.301995	0.001604657	0.003251908	0.02778175	0.01949276	9	529.5587	0.326842	0.683712	1.07599	1.91346	0.03103366	0.8952135
4950	-10961.93	-9098.313	-1863.614	2.140341	0.001520356	0.000155376	0.02764546	0.01740163	7	526.3855	0.309471	0.669153	1.07313	1.94824	0.02780084	0.9944111
4960	-10955.66	-9093.617	-1862.041	1.871612	0.001582988	0.006688522	0.02508844	0.01892392	7	534.185	0.277452	0.640628	1.06642	2.0155	0.03177696	0.7895166
4970	-10964.34	-9098.556	-1865.781	1.834297	0.001446813	0.002210402	0.02896098	0.01877041	6	526.9638	0.272659	0.636151	1.06523	2.02596	0.03117138	0.9290887
4980	-10990.43	-9116.249	-1874.181	2.264324	0.001443573	-0.002723607	0.03210659	0.01675265	5	534.5536	0.32291	0.680468	1.07539	1.92124	0.02938298	1.092693
4990	-10981.12	-9111.773	-1869.347	1.947554	0.001432438	0.000690767	0.02797742	0.01864645	6	533.0583	0.286933	0.649318	1.06862	1.99513	0.02866819	0.9759048
5000	-10960.04	-9087.49	-1872.551	1.897218	0.001472495	0.003331341	0.02476486	0.01982631	8	534.8412	0.280689	0.643619	1.06719	2.0085	0.0280962	0.8814309
5010	-10980.52	-9105.437	-1875.083	1.843858	0.001640719	0.003727864	0.0233767	0.01974802	8	531.7943	0.273896	0.637312	1.06554	2.02325	0.02710456	0.8624636
5020	-10962.95	-9099.1	-1863.854	2.508118	0.00159512	0.004001372	0.02376572	0.01691585	8	539.5034	0.347225	0.700057	1.07872	1.874	0.02776709	0.8558952
5030	-10953.33	-9101.338	-1851.995	1.637108	0.00143766	0.0005589563	0.03167996	0.01659885	8	537.556	0.245747	0.609894	1.05755	2.08681	0.03223892	0.9826621
5040	-10965.31	-9098.787	-1866.521	2.503462	0.001549232	0.003115127	0.02598761	0.01505514	6	534.2928	0.346785	0.699712	1.07867	1.87484	0.02910274	0.892961
5050	-10970.12	-9111.616	-1858.508	1.719725	0.001583867	0.004288175	0.02522048	0.01627445	7	531.7928	0.257358	0.621465	1.06109	2.06009	0.02950865	0.8546808
5060	-10967.71	-9102.168	-1865.545	1.911846	0.001471936	0.003025593	0.02763288	0.01628675	7	529.6069	0.28252	0.6453	1.06762	2.00456	0.03065847	0.901313
5070	-10967.45	-9108.098	-1859.356	1.67607	0.001702827	-0.001478186	0.02790813	0.01658558	8	532.2313	0.251285	0.615461	1.05928	2.07397	0.02642994	1.055928
5080	-10965.96	-9103.692	-1862.267	2.017965	0.001571438	0.003367433	0.02824057	0.01896982	7	532.3954	0.29541	0.656911	1.07043	1.97725	0.031608	0.8934626
5090	-10971.8	-9111.091	-1860.707	2.026265	0.001665438	0.004602563	0.02838914	0.0160022	7	525.3715	0.29639	0.657778	1.07063	1.9752	0.0329917	0.8604933
5100	-10963.8	-9104.568	-1859.235	1.843519	0.001464651	-0.001498816	0.03226112	0.0162721	7	529.5809	0.273852	0.637271	1.06553	2.02335	0.0307623	1.048723
5110	-10963.19	-9099.855	-1863.333	2.314826	0.001640276	0.003068647	0.02715868	0.01818061	6	519.3901	0.328167	0.684797	1.07619	1.91085	0.03022733	0.898481
5120	-10974.77	-9109.295	-1865.477	1.846782	0.001608401	0.00184036	0.02792104	0.01821243	5	520.6921	0.274273	0.637665	1.06564	2.02243	0.0297614	0.9381629
5130	-10974.97	-9108.06	-1866.91	2.278182	0.001629377	0.00195353	0.0252122	0.01723114	7	536.7181	0.324364	0.681671	1.07561	1.91835	0.02716573	0.9280884
5140	-10972.7	-9106.305	-1866.397	1.977493	0.00153577	0.001485276	0.0279369	0.01856291	6	534.968	0.290573	0.652599	1.06942	1.98741	0.02942217	0.9495185
5150	-10973.22	-9097.333	-1875.889	1.579492	0.001492113	0.0007400261	0.02846294	0.0174161	5	539.8162	0.237345	0.601275	1.05477	2.10661	0.02920296	0.9746592
5160	-10968.19	-9101.522	-1866.672	1.692427	0.001566328	0.002137826	0.03394494	0.01487843	7	531.012	0.253577	0.617739	1.05997	2.06871	0.03608276	0.9407522
5170	-10962.96	-9096.702	-1866.256	2.042586	0.001612954	0.001387208	0.03041913	0.01459151	7	534.2685	0.298306	0.659467	1.07102	1.97121	0.03180634	0.9563858
5180	-10961.4	-9100.467	-1860.938	1.572801	0.001503149	0.002374931	0.0327464	0.01669709	8	536.1529	0.236353	0.600242	1.05443	2.10898	0.03512133	0.9323792
5190	-10960	-9102.722	-1857.281	1.881898	0.001585621	0.0001573402	0.03240949	0.01681602	8	528.6465	0.278757	0.641837	1.06673	2.01267	0.03256683	0.9951687
5200	-10956.79	-9108.179	-1848.614	1.939534	0.001568708	0.001876894	0.02718424	0.02113982	9	531.1037	0.285948	0.648426	1.0684	1.99723	0.02906114	0.9354157
5210	-10961.33	-9113.798	-1847.529	2.504737	0.001541677	0.006088036	0.02512142	0.01761097	8	535.3996	0.346905	0.699807	1.07868	1.87461	0.03120945	0.8049297
5220	-10945.65	-9098.784	-1846.869	2.189631	0.001598989	0.002785566	0.0301052	0.01785488	8	533.5248	0.314907	0.673774	1.07408	1.93724	0.03289077	0.9153086
5230	-10957.44	-9109.017	-1848.423	2.087192	0.001685784	0.002226921	0.03163858	0.01532986	8	531.5224	0.303465	0.663976	1.07203	1.96053	0.0338655	0.9342422
5240	-10962.71	-9109.855	-1852.851	2.104267	0.001564129	0.00276759	0.02626948	0.01995017	7	525.2297	0.305411	0.665662	1.07239	1.95653	0.02903707	0.9046877
5250	-10975.32	-9119.321	-1856.003	2.276245	0.001517337	-0.0006686956	0.0265859	0.02102828	7	539.7362	0.324161	0.681504	1.07558	1.91875	0.02591721	1.025801
5260	-10983.32	-9127.767	-1855.557	1.882311	0.001653628	0.002373462	0.03190385	0.01758054	7	527.7074	0.278809	0.641885	1.06674	2.01256	0.03427732	0.9307571
5270	-10975.06	-9120.428	-1854.634	1.862899	0.001514166	0.000144343	0.02793568	0.01525318	7	527.2281	0.276341	0.639595	1.06615	2.01792	0.02808003	0.9948596
5280	-10989.46	-9129.914	-1859.548	1.836956	0.001673233	0.002439759	0.02464873	0.01678748	6	524.687	0.273003	0.636475	1.06532	2.0252	0.02708848	0.9099337
5290	-10965.32	-9111.042	-1854.282	2.284447	0.001605433	0.002163997	0.02987664	0.01796312	7	533.8918	0.325019	0.682211	1.07571	1.91706	0.03204063	0.9324609
5300	-10957.98	-9109.536	-1848.441	1.941496	0.001517244	0.003069083	0.02911569	0.01407031	9	537.6955	0.28619	0.648645	1.06845	1.99671	0.03218477	0.9046418
5310	-10951.27	-9101.525	-1849.741	2.050165	0.001641945	0.001143131	0.02917779	0.01648098	8	527.3315	0.29919	0.660244	1.0712	1.96937	0.03032092	0.9622989
5320	-10946.84	-9103.737	-1843.1	1.880254	0.001486061	0.002477794	0.03054913	0.01866	10	531.0488	0.278549	0.641644	1.06668	2.01312	0.03302692	0.9249765
5330	-10944.71	-9098.393	-1846.316	1.908779	0.001511826	0.001700777	0.03056885	0.01658215	10	532.2568	0.282137	0.644949	1.06753	2.00538	0.03226963	0.9472948
5340	-10954.06	-9110.322	-1843.737	1.735484	0.001529039	0.00200135	0.02738993	0.01652345	9	535.113	0.259517	0.623575	1.06171	2.0552	0.02939128	0.9319067
5350	-10958.22	-9107.916	-1850.306	1.933672	0.001703171	0.002483519	0.02596568	0.0180517	8	524.9336	0.285226	0.64777	1.06824	1.99877	0.0284492	0.9127034
5360	-10960.76	-9105.17	-1855.587	2.252381	0.001483178	0.003830188	0.02612677	0.01939145	8	528.7252	0.321648	0.679422	1.07519	1.92374	0.02995696	0.8721436
5370	-10958.87	-9103.593	-1855.273	2.006029	0.001558988	0.002384503	0.02537515	0.01838283	8	539.0419	0.293993	0.655653	1.07014	1.98021	0.02775965	0.9141018
5380	-10964.8	-9111.684	-1853.116	2.409636	0.001618661	0.004445124	0.02741582	0.02175257	9	524.1498	0.337718	0.692528	1.07752	1.89223	0.03186095	0.8604836
5390	-10954.44	-9107.051	-1847.392	1.819193	0.001467147	0.00116785	0.02882318	0.01459596	8	525.5402	0.270693	0.634298	1.06473	2.03028	0.02999103	0.96106
5400	-10958.71	-9118.462	-1840.244	2.062226	0.001577129	0.001084362	0.0306028	0.01977865	9	538.157	0.300591	0.661472	1.07147	1.96647	0.03168717	0.9657791
5410	-10958.32	-9111.314	-1847.003	2.253994	0.001747547	0.002127661	0.02898129	0.01862885	8	528.4415	0.321819	0.679564	1.07522	1.9234	0.03110895	0.9316061
5420	-10958.48	-9110.061	-1848.421	1.615107	0.001502693	0.003129632	0.02899701	0.01738559	8	528.818	0.242569	0.606658	1.05652	2.09425	0.03212664	0.9025845
5430	-10958.9	-9110.484	-1848.413	2.519069	0.001597876	0.001084009	0.03104738	0.01980594	8	527.5604	0.348257	0.700865	1.07884	1.87204	0.03213139	0.9662632
5440	-10950.54	-9119.53	-1831.007	2.016294	0.00153687	0.004833361	0.0270078	0.01746936	10	537.8947	0.295212	0.656735	1.07039	1.97766	0.03184116	0.848204
5450	-10949.82	-9114.082	-1835.741	1.876567	0.001645671	0.004107006	0.02344353	0.01894604	9	535.1962	0.278081	0.641212	1.06657	2.01414	0.02755053	0.8509283
5460	-10945.79	-9118.258	-1827.527	1.88418	0.001695569	0.003529575	0.02892409	0.01789596	9	518.7139	0.279046	0.642104	1.0668	2.01205	0.03245367	0.8912426
5470	-10940	-9108.116	-1831.886	1.82592	0.001639633	0.0008950963	0.02728355	0.01853592	10	510.8005	0.27157	0.635126	1.06495	2.02835	0.02817865	0.9682349
5480	-10952.48	-9124.462	-1828.02	1.916127	0.001555736	0.004419989	0.02802385	0.01995963	11	511.8047	0.283053	0.645788	1.06774	2.00342	0.03244383	0.8637649
5490	-10956.06	-9123.59	-1832.473	1.245317	0.001518482	-0.0007684253	0.02873145	0.02148429	12	520.5007	0.183169	0.539834	1.03116	2.24583	0.02796303	1.02748
5500	-10946.46	-9114.175	-1832.285	1.990982	0.001630017	0.001333791	0.0325842	0.01567382	11	528.8107	0.292196	0.654051	1.06976	1.98399	0.033918	0.960676
5510	-10937.96	-9109.629	-1828.335	1.936512	0.001599792	0.003011318	0.02333753	0.0192005	12	520.7377	0.285576	0.648088	1.06832	1.99802	0.02634885	0.8857135
5520	-10949.68	-9122.404	-1827.278	2.077755	0.001652773	0.003353374	0.03174597	0.01800843	11	520.9144	0.302383	0.663035	1.07182	1.96276	0.03509934	0.9044605
5530	-10953.64	-9123.492	-1830.149	1.887722	0.001650958	0.004234133	0.03172464	0.02046092	11	525.6377	0.279493	0.642517	1.06691	2.01108	0.03595877	0.8822503
5540	-10947.69	-9119.653	-1828.035	1.95824	0.001701069	-0.0007846358	0.03272848	0.01827527	10	534.5008	0.288238	0.650498	1.06891	1.99235	0.03194384	1.024563
5550	-10957.59	-9122.191	-1835.395	1.908233	0.00164031	-0.00120417	0.03178938	0.01665814	9	528.0094	0.282069	0.644887	1.06751	2.00553	0.03058521	1.039371
5560	-10957.95	-9122.043	-1835.904	2.446562	0.001539193	-0.003261278	0.03234253	0.01902351	8	527.2386	0.341331	0.695408	1.07799	1.88527	0.02908126	1.112144
5570	-10966.76	-9135.077	-1831.686	2.105194	0.001787519	0.001217563	0.0271402	0.01826768	8	539.2079	0.305517	0.665753	1.07241	1.95632	0.02835776	0.9570642
5580	-10967.79	-9119.293	-1848.494	2.568941	0.001609242	0.0005508396	0.03265802	0.01804067	8	537.9208	0.352897	0.704473	1.07937	1.86326	0.03320886	0.9834129
5590	-10961.94	-9116.723	-1845.221	2.534204	0.001544537	0.0001584612	0.02963904	0.01849658	8	529.5071	0.349676	0.701972	1.07901	1.86935	0.0297975	0.9946821
5600	-10960.13	-9117.44	-1842.691	2.163788	0.001626961	0.002933523	0.0269248	0.01942176	9	533.414	0.312072	0.671372	1.0736	1.94296	0.02985833	0.9017519
5610	-10970.57	-9123.365	-1847.206	1.847584	0.001551722	-0.001840785	0.03551106	0.01418341	8	528.0736	0.274376	0.637761	1.06566	2.0222	0.03367028	1.054671
5620	-10951.54	-9115.743	-1835.799	1.522011	0.001655784	0.0008694649	0.02673233	0.02108835	9	525.0125	0.228703	0.59218	1.05169	2.12743	0.0276018	0.9684997
5630	-10948.45	-9120.019	-1828.429	1.919938	0.001609474	0.001970006	0.03469323	0.01762063	9	528.4677	0.283527	0.646221	1.06785	2.0024	0.03666324	0.9462675
5640	-10952.93	-9118.621	-1834.31	1.989774	0.001587448	0.0005420015	0.03014566	0.01835859	8	525.0001	0.292051	0.653922	1.06973	1.9843	0.03068766	0.9823381
5650	-10957.25	-9121.131	-1836.121	1.876623	0.001652985	0.004446483	0.0311545	0.01905016	8	517.4116	0.278089	0.641218	1.06657	2.01412	0.03560099	0.8751022
5660	-10950.42	-9115.756	-1834.668	1.756396	0.001614942	0.006749088	0.02353482	0.01920829	9	521.8328	0.262354	0.626328	1.0625	2.04882	0.03028391	0.7771394
5670	-10951.02	-9116.071	-1834.949	1.914837	0.001658048	-0.00188125	0.03075252	0.01764114	9	522.2619	0.282892	0.645641	1.0677	2.00376	0.02887127	1.06516
5680	-10944.59	-9112.786	-1831.805	2.031141	0.00170546	4.905204e-05	0.03155369	0.02030512	8	533.3244	0.296964	0.658285	1.07075	1.974	0.03160274	0.9984479
5690	-10971.09	-9134.897	-1836.19	1.634567	0.001584587	0.005360473	0.02527396	0.01755382	7	529.2757	0.245382	0.609523	1.05744	2.08766	0.03063443	0.825018
5700	-10968.52	-9143.444	-1825.078	1.643432	0.001634706	0.003256456	0.02713666	0.01953267	7	521.6946	0.246654	0.610811	1.05784	2.08469	0.03039312	0.8928555
5710	-10957.58	-9135.079	-1822.504	1.93938	0.001717885	0.001870921	0.03094091	0.02144829	8	526.1222	0.285929	0.648409	1.0684	1.99727	0.03281183	0.9429803
5720	-10945.98	-9119.28	-1826.704	2.220429	0.001703071	0.003461522	0.02795751	0.01758736	9	522.9525	0.31824	0.676578	1.07464	1.93054	0.03141903	0.8898272
5730	-10944.31	-9111.608	-1832.703	2.136121	0.001614609	-0.0002796173	0.03319603	0.01823855	10	526.6911	0.308999	0.66875	1.07305	1.9492	0.03291641	1.008495
5740	-10956.85	-9104.936	-1851.911	1.936024	0.001561055	0.0006238721	0.02426058	0.01797682	9	530.9984	0.285516	0.648034	1.0683	1.99815	0.02488445	0.9749292
5750	-10957.56	-9104.347	-1853.21	1.982256	0.001547433	0.003276928	0.02774521	0.01859132	8	534.4205	0.291147	0.653113	1.06954	1.9862	0.03102214	0.8943681
5760	-10980.79	-9112.985	-1867.801	2.19609	0.001519815	-0.0006933746	0.02855706	0.02133736	7	532.5844	0.31561	0.674367	1.0742	1.93582	0.02786368	1.024885
5770	-10965.93	-9098.821	-1867.111	2.07216	0.00158532	-0.00190734	0.02604952	0.02095723	6	537.501	0.301739	0.662474	1.07169	1.96409	0.02414218	1.079004
5780	-10963.51	-9099.193	-1864.318	1.79164	0.001432289	0.002873644	0.0263549	0.01725936	7	533.5903	0.267067	0.630855	1.06378	2.0383	0.02922854	0.9016836
5790	-10984.08	-9120.996	-1863.081	2.138543	0.001650195	0.002309607	0.03059371	0.01784022	6	527.1177	0.30927	0.668981	1.0731	1.94865	0.03290331	0.9298063
5800	-10967.87	-9109.472	-1858.402	1.414097	0.00137113	0.0006426444	0.02451274	0.01726553	8	537.9363	0.211742	0.573604	1.04495	2.1697	0.02515539	0.974453
5810	-10963.88	-9105.139	-1858.742	1.96629	0.001542115	-0.0006658552	0.0297808	0.01570947	8	527.471	0.289217	0.65138	1.06912	1.99028	0.02911495	1.02287
5820	-10959.21	-9106.222	-1852.991	1.955379	0.001525556	-0.0006922983	0.02801571	0.01873937	9	531.408	0.287889	0.650183	1.06883	1.9931	0.02732341	1.025337
5830	-10974.49	-9117.053	-1857.435	1.738054	0.001504778	0.001297223	0.03279827	0.01830209	7	536.4127	0.259867	0.623916	1.0618	2.05441	0.03409549	0.9619532
5840	-10965.78	-9112.078	-1853.697	1.587494	0.001567158	0.00211631	0.02993251	0.0170408	7	528.2147	0.238527	0.6025	1.05517	2.1038	0.03204882	0.9339661
5850	-10974.78	-9113.715	-1861.067	1.799729	0.001571705	0.002725927	0.03135786	0.01768407	7	532.5227	0.268137	0.631875	1.06406	2.03593	0.03408379	0.9200228
5860	-10972.74	-9108.43	-1864.306	1.734648	0.001454602	-0.002890976	0.03208318	0.0184897	7	536.7178	0.259403	0.623464	1.06167	2.05546	0.0291922	1.099032
5870	-10961.9	-9095.24	-1866.662	2.035802	0.001564958	0.001548119	0.02647464	0.01860462	6	525.021	0.297511	0.658768	1.07086	1.97286	0.02802276	0.944755
5880	-10970.4	-9108.233	-1862.164	2.994292	0.001576837	0.005249576	0.0240532	0.01946669	6	529.4531	0.38882	0.731211	1.08249	1.79748	0.02930278	0.8208506
5890	-10969.5	-9108.713	-1860.784	2.248402	0.001570225	-0.0004526707	0.03374067	0.01635603	6	538.5469	0.321227	0.679071	1.07512	1.92458	0.033288	1.013599
5900	-10968.66	-9102.106	-1866.556	1.785513	0.00141502	0.004370383	0.03290048	0.01667602	6	537.0605	0.266254	0.630078	1.06356	2.0401	0.03727086	0.88274
5910	-10965.63	-9107.342	-1858.293	1.948017	0.001613272	0.0002635729	0.02715078	0.01781107	6	528.801	0.286989	0.64937	1.06863	1.99501	0.02741436	0.9903856
5920	-10971.93	-9114.304	-1857.626	1.856609	0.00148718	0.005469158	0.02323901	0.0200157	7	533.0959	0.275536	0.638845	1.06595	2.01967	0.02870816	0.8094912
5930	-10963.34	-9116.427	-1846.911	2.008397	0.001634358	0.00348903	0.03160422	0.01785644	8	528.3614	0.294275	0.655904	1.0702	1.97962	0.03509325	0.9005783
5940	-10957.23	-9111.298	-1845.935	2.140188	0.001638224	0.002774019	0.03104835	0.01739568	10	535.3258	0.309454	0.669138	1.07313	1.94828	0.03382237	0.9179827
5950	-10966.8	-9119.908	-1846.89	1.848447	0.00160847	0.001083728	0.02663019	0.02206025	9	531.3932	0.274487	0.637865	1.06569	2.02196	0.02771392	0.9608959
5960	-10966.11	-9122.961	-1843.147	1.928196	0.001653572	5.614118e-05	0.02897695	0.01750334	8	526.9202	0.28455	0.647154	1.06808	2.00021	0.0290331	0.9980663
5970	-10961.17	-9121.348	-1839.823	1.902362	0.00159489	0.000468618	0.02893415	0.01764788	9	525.0733	0.281334	0.644213	1.06734	2.00711	0.02940277	0.9840621
5980	-10961.9	-9122.881	-1839.018	2.004764	0.001757713	0.003615996	0.02451992	0.01958194	8	536.4398	0.293843	0.655519	1.07011	1.98053	0.02813592	0.8714811
5990	-10958.89	-9119.465	-1839.427	2.223149	0.001666175	0.002031825	0.02863182	0.01543024	8	531.5518	0.318532	0.676822	1.07469	1.92996	0.03066364	0.9337383
6000	-10955	-9122.452	-1832.553	1.667905	0.001530874	-0.0006452225	0.03196584	0.01604749	11	536.838	0.250134	0.614311	1.05893	2.07663	0.03132062	1.020601
6010	-10958.96	-9122.105	-1836.85	1.953478	0.001703333	-0.0004934603	0.03058166	0.01983177	10	514.7896	0.287657	0.649974	1.06878	1.99359	0.0300882	1.0164
6020	-10966.21	-9136.276	-1829.931	1.990315	0.001621807	0.0006606787	0.03250569	0.02021399	9	529.2069	0.292116	0.65398	1.06975	1.98416	0.03316637	0.9800799
6030	-10948.83	-9112.548	-1836.279	2.102986	0.001640995	0.005475168	0.02743133	0.01636395	8	534.9529	0.305266	0.665536	1.07237	1.95683	0.0329065	0.8336144
6040	-10958.77	-9123.706	-1835.068	2.116682	0.001716426	0.004904371	0.02559418	0.01937979	8	527.2749	0.306816	0.666874	1.07265	1.95366	0.03049855	0.8391933
6050	-10965.43	-9126.709	-1838.725	1.966879	0.001838119	0.006831433	0.02494051	0.02119859	7	536.8625	0.289289	0.651445	1.06914	1.99013	0.03177194	0.7849854
6060	-10944.69	-9118.767	-1825.922	2.550933	0.001712084	0.001967685	0.02514622	0.0195765	9	539.1157	0.351233	0.703183	1.07918	1.8664	0.02711391	0.9274289
6070	-10954.32	-9125.68	-1828.639	1.819215	0.001709408	0.002844194	0.03303273	0.01669254	9	539.1867	0.270696	0.634301	1.06473	2.03027	0.03587693	0.9207236
6080	-10952.12	-9117.643	-1834.476	2.326917	0.001718983	0.0002487059	0.03297524	0.01622924	8	522.7206	0.329408	0.685811	1.07637	1.90841	0.03322395	0.9925143
6090	-10961.98	-9120.97	-1841.011	2.346447	0.001730892	0.003918123	0.02447562	0.01799402	6	531.9234	0.331398	0.687431	1.07665	1.90452	0.02839374	0.8620075
6100	-10944.61	-9115.07	-1829.537	2.023025	0.001691185	-0.0007574749	0.03148295	0.01789669	8	522.8728	0.296008	0.65744	1.07056	1.976	0.03072548	1.024653
6110	-10949.69	-9129.465	-1820.221	1.946599	0.001720428	-0.000218267	0.03238842	0.01800644	9	533.5254	0.286816	0.649212	1.06859	1.99538	0.03217016	1.006785
6120	-10951.72	-9126.893	-1824.827	1.603842	0.001790609	8.896597e-06	0.02962208	0.0220595	7	526.2051	0.240927	0.604975	1.05598	2.09812	0.02963097	0.9996998
6130	-10949.45	-9118.346	-1831.108	2.111824	0.001716316	0.004284018	0.02361538	0.01826056	7	534.1648	0.306268	0.666401	1.07255	1.95478	0.0278994	0.8464476
6140	-10952.52	-9131.35	-1821.169	1.701078	0.001600061	-0.0002926403	0.03373876	0.01919585	8	531.4088	0.254781	0.61893	1.06033	2.06596	0.03344612	1.00875
6150	-10935.01	-9122.195	-1812.815	1.848352	0.001705151	0.0003869427	0.03108811	0.01955143	11	504.4725	0.274475	0.637854	1.06569	2.02198	0.03147505	0.9877064
6160	-10935.59	-9119.733	-1815.854	1.717124	0.001830835	0.00416802	0.02897016	0.01825852	9	506.6243	0.257	0.621114	1.06098	2.0609	0.03313818	0.874223
6170	-10932.71	-9125.385	-1807.323	2.010771	0.001758093	-0.001860885	0.03283939	0.0196225	10	505.6111	0.294557	0.656154	1.07026	1.97903	0.03097851	1.06007
6180	-10947.34	-9138.323	-1809.015	2.272857	0.001701306	0.00334914	0.02776238	0.01992979	10	515.8589	0.323806	0.68121	1.07553	1.91946	0.03111152	0.8923505
6190	-10934.34	-9131.03	-1803.308	1.812741	0.00183808	0.001113276	0.03123223	0.02149763	10	508.1658	0.269848	0.633499	1.06451	2.03214	0.03234551	0.9655818
